ATC_Code,ATC_Name,ATC_L4_Code,ATC_L4_Name,ATC_L3_Code,ATC_L3_Name,ATC_L2_Code,ATC_L2_Name,ATC_L1_Code,ATC_L1_Name
A02BX03,pirenzepine,A02BX,Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD),A02B,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02,DRUGS FOR ACID RELATED DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A02BX04,methiosulfonium chloride,A02BX,Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD),A02B,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02,DRUGS FOR ACID RELATED DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A02BX05,bismuth subcitrate,A02BX,Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD),A02B,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02,DRUGS FOR ACID RELATED DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A02BX06,proglumide,A02BX,Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD),A02B,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02,DRUGS FOR ACID RELATED DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A02BX07,gefarnate,A02BX,Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD),A02B,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02,DRUGS FOR ACID RELATED DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A02BX08,sulglicotide,A02BX,Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD),A02B,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02,DRUGS FOR ACID RELATED DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A02BX09,acetoxolone,A02BX,Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD),A02B,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02,DRUGS FOR ACID RELATED DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A02BX10,zolimidine,A02BX,Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD),A02B,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02,DRUGS FOR ACID RELATED DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A02BX11,troxipide,A02BX,Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD),A02B,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02,DRUGS FOR ACID RELATED DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A02BX12,bismuth subnitrate,A02BX,Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD),A02B,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02,DRUGS FOR ACID RELATED DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A02BX13,alginic acid,A02BX,Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD),A02B,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02,DRUGS FOR ACID RELATED DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A02BX14,rebamipide,A02BX,Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD),A02B,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02,DRUGS FOR ACID RELATED DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A02BX15,teprenone,A02BX,Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD),A02B,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02,DRUGS FOR ACID RELATED DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A02BX16,irsogladine,A02BX,Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD),A02B,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02,DRUGS FOR ACID RELATED DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A02BX51,"carbenoxolone, combinations excl. psycholeptics",A02BX,Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD),A02B,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02,DRUGS FOR ACID RELATED DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A02BX71,"carbenoxolone, combinations with psycholeptics",A02BX,Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD),A02B,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02,DRUGS FOR ACID RELATED DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A02BX77,"gefarnate, combinations with psycholeptics",A02BX,Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD),A02B,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02,DRUGS FOR ACID RELATED DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03AA01,oxyphencyclimine,A03AA,"Synthetic anticholinergics, esters with tertiary amino group",A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03AA03,camylofin,A03AA,"Synthetic anticholinergics, esters with tertiary amino group",A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03AA03,camylofin,A03AA,"Synthetic anticholinergics, esters with tertiary amino group",A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03AA04,mebeverine,A03AA,"Synthetic anticholinergics, esters with tertiary amino group",A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03AA05,trimebutine,A03AA,"Synthetic anticholinergics, esters with tertiary amino group",A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03AA06,rociverine,A03AA,"Synthetic anticholinergics, esters with tertiary amino group",A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03AA07,dicycloverine,A03AA,"Synthetic anticholinergics, esters with tertiary amino group",A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03AA07,dicycloverine,A03AA,"Synthetic anticholinergics, esters with tertiary amino group",A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03AA08,dihexyverine,A03AA,"Synthetic anticholinergics, esters with tertiary amino group",A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03AA09,difemerine,A03AA,"Synthetic anticholinergics, esters with tertiary amino group",A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03AA30,piperidolate,A03AA,"Synthetic anticholinergics, esters with tertiary amino group",A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03AB01,benzilone,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds",A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03AB02,glycopyrronium bromide,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds",A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03AB02,glycopyrronium bromide,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds",A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03AB02,glycopyrronium bromide,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds",A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03AB03,oxyphenonium,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds",A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03AB04,penthienate,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds",A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03AB05,propantheline,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds",A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03AB05,propantheline,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds",A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03AB06,otilonium bromide,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds",A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03AB07,methantheline,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds",A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03AB08,tridihexethyl,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds",A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03AB09,isopropamide,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds",A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03AB10,hexocyclium,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds",A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03AB11,poldine,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds",A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03AB12,mepenzolate,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds",A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03AB13,bevonium,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds",A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03AB14,pipenzolate,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds",A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03AB15,diphemanil,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds",A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03AB16,(2-benzhydryloxyethyl)diethyl-methylammonium iodide,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds",A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03AB17,tiemonium iodide,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds",A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03AB18,prifinium bromide,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds",A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03AB19,timepidium bromide,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds",A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03AB21,fenpiverinium,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds",A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03AB53,"oxyphenonium, combinations",A03AB,"Synthetic anticholinergics, quaternary ammonium compounds",A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03AC02,dimethylaminopropionylphenothiazine,A03AC,"Synthetic antispasmodics, amides with tertiary amines",A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03AC04,nicofetamide,A03AC,"Synthetic antispasmodics, amides with tertiary amines",A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03AC05,tiropramide,A03AC,"Synthetic antispasmodics, amides with tertiary amines",A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03AD01,papaverine,A03AD,Papaverine and derivatives,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03AD01,papaverine,A03AD,Papaverine and derivatives,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03AD02,drotaverine,A03AD,Papaverine and derivatives,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03AD02,drotaverine,A03AD,Papaverine and derivatives,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03AD30,moxaverine,A03AD,Papaverine and derivatives,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03AE01,alosetron,A03AE,Serotonin receptor antagonists,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03AE03,cilansetron,A03AE,Serotonin receptor antagonists,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03AX01,fenpiprane,A03AX,Other drugs for functional gastrointestinal disorders,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03AX02,diisopromine,A03AX,Other drugs for functional gastrointestinal disorders,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03AX03,chlorbenzoxamine,A03AX,Other drugs for functional gastrointestinal disorders,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03AX04,pinaverium,A03AX,Other drugs for functional gastrointestinal disorders,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03AX05,fenoverine,A03AX,Other drugs for functional gastrointestinal disorders,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03AX06,idanpramine,A03AX,Other drugs for functional gastrointestinal disorders,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03AX07,proxazole,A03AX,Other drugs for functional gastrointestinal disorders,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03AX08,alverine,A03AX,Other drugs for functional gastrointestinal disorders,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03AX09,trepibutone,A03AX,Other drugs for functional gastrointestinal disorders,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03AX10,isometheptene,A03AX,Other drugs for functional gastrointestinal disorders,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03AX11,caroverine,A03AX,Other drugs for functional gastrointestinal disorders,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03AX12,phloroglucinol,A03AX,Other drugs for functional gastrointestinal disorders,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03AX13,silicones,A03AX,Other drugs for functional gastrointestinal disorders,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03AX14,valethamate,A03AX,Other drugs for functional gastrointestinal disorders,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03AX15,menthae piperitae aetheroleum,A03AX,Other drugs for functional gastrointestinal disorders,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03AX30,trimethyldiphenylpropylamine,A03AX,Other drugs for functional gastrointestinal disorders,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03AX30,trimethyldiphenylpropylamine,A03AX,Other drugs for functional gastrointestinal disorders,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03AX58,"alverine, combinations",A03AX,Other drugs for functional gastrointestinal disorders,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03BA01,atropine,A03BA,"Belladonna alkaloids, tertiary amines",A03B,"BELLADONNA AND DERIVATIVES, PLAIN",A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03BA01,atropine,A03BA,"Belladonna alkaloids, tertiary amines",A03B,"BELLADONNA AND DERIVATIVES, PLAIN",A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03BA03,hyoscyamine,A03BA,"Belladonna alkaloids, tertiary amines",A03B,"BELLADONNA AND DERIVATIVES, PLAIN",A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03BA04,belladonna total alkaloids,A03BA,"Belladonna alkaloids, tertiary amines",A03B,"BELLADONNA AND DERIVATIVES, PLAIN",A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03BB01,butylscopolamine,A03BB,"Belladonna alkaloids, semisynthetic, quaternary ammonium compounds",A03B,"BELLADONNA AND DERIVATIVES, PLAIN",A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03BB01,butylscopolamine,A03BB,"Belladonna alkaloids, semisynthetic, quaternary ammonium compounds",A03B,"BELLADONNA AND DERIVATIVES, PLAIN",A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03BB01,butylscopolamine,A03BB,"Belladonna alkaloids, semisynthetic, quaternary ammonium compounds",A03B,"BELLADONNA AND DERIVATIVES, PLAIN",A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03BB02,methylatropine,A03BB,"Belladonna alkaloids, semisynthetic, quaternary ammonium compounds",A03B,"BELLADONNA AND DERIVATIVES, PLAIN",A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03BB03,methylscopolamine,A03BB,"Belladonna alkaloids, semisynthetic, quaternary ammonium compounds",A03B,"BELLADONNA AND DERIVATIVES, PLAIN",A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03BB03,methylscopolamine,A03BB,"Belladonna alkaloids, semisynthetic, quaternary ammonium compounds",A03B,"BELLADONNA AND DERIVATIVES, PLAIN",A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03BB04,fentonium,A03BB,"Belladonna alkaloids, semisynthetic, quaternary ammonium compounds",A03B,"BELLADONNA AND DERIVATIVES, PLAIN",A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03BB05,cimetropium bromide,A03BB,"Belladonna alkaloids, semisynthetic, quaternary ammonium compounds",A03B,"BELLADONNA AND DERIVATIVES, PLAIN",A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03BB06,homatropine methylbromide,A03BB,"Belladonna alkaloids, semisynthetic, quaternary ammonium compounds",A03B,"BELLADONNA AND DERIVATIVES, PLAIN",A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03CA01,isopropamide and psycholeptics,A03CA,Synthetic anticholinergic agents in combination with psycholeptics,A03C,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03CA02,clidinium and psycholeptics,A03CA,Synthetic anticholinergic agents in combination with psycholeptics,A03C,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03CA03,oxyphencyclimine and psycholeptics,A03CA,Synthetic anticholinergic agents in combination with psycholeptics,A03C,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
A03CA04,otilonium bromide and psycholeptics,A03CA,Synthetic anticholinergic agents in combination with psycholeptics,A03C,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A,ALIMENTARY TRACT AND METABOLISM
